passenger_id,name,flight_id,origin,destination,passenger_type,cabin,fare_class,special_assistance,priority_level,status
P28114,Cynthia Smith,FL0524,DOH,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28115,Heather Estrada,FL0790,AMS,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28116,Deanna Hill,FL1644,FRA,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28117,Charles Wagner,FL1270,BOM,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P28118,Mr. Edward Miller,FL0453,CDG,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28119,Jose Owens,FL0400,ORD,JFK,DIRECT,Economy,M,False,HIGH,ACTIVE
P28120,Steven French,FL2919,JFK,SFO,DIRECT,Business,J,False,NORMAL,ACTIVE
P28121,Timothy Green,FL2155,DOH,SIN,CONNECTING,Economy,B,False,HIGH,ACTIVE
P28122,Brittany Sheppard,FL1989,HKG,NRT,DIRECT,Business,J,False,NORMAL,ACTIVE
P28123,Elizabeth Wilson,FL2978,DOH,LHR,CONNECTING,Economy,M,False,HIGH,ACTIVE
P28124,Jacqueline Herrera,FL0762,ICN,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28125,Melissa Williams,FL1543,MEL,PER,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28126,Virginia Rogers,FL1885,SIN,KUL,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28127,Kathryn Smith,FL1241,NRT,HND,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28128,Scott Sanchez,FL0877,DXB,JFK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28129,Belinda Chavez DVM,FL1758,SIN,KUL,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28130,Chase Rice,FL0980,FRA,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28131,Catherine West,FL2285,NRT,HND,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28132,Erik Weiss,FL0990,JFK,SFO,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28133,Kelly Jordan,FL1743,SIN,SYD,CONNECTING,Business,C,False,NORMAL,ACTIVE
P28134,Rebecca Combs,FL2707,LHR,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28135,Kayla Martin,FL2124,DXB,DEL,DIRECT,Business,J,False,NORMAL,ACTIVE
P28136,John White,FL0980,FRA,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P28137,Susan Kim,FL0394,LAX,JFK,DIRECT,Economy,B,False,HIGH,ACTIVE
P28138,Brandy Douglas,FL0643,DEL,BOM,DIRECT,Economy,B,False,HIGH,ACTIVE
P28139,Jonathan Villegas,FL1204,DEL,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28140,Sandra Mills,FL1212,NRT,SIN,DIRECT,Economy,Y,False,HIGH,ACTIVE
P28141,Donna Harvey,FL1731,ORD,DFW,CONNECTING,Business,J,False,NORMAL,ACTIVE
P28142,Susan Smith,FL2324,LHR,AMS,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28143,Brianna Burgess,FL0671,ICN,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28144,Angela Hudson,FL2845,AMS,CDG,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28145,Benjamin Sanders,FL0976,DXB,CDG,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28146,Krystal Gutierrez,FL2278,DXB,LHR,DIRECT,Economy,B,True,NORMAL,ACTIVE
P28147,Leslie Ramirez,FL2934,ICN,NRT,DIRECT,Business,J,False,NORMAL,ACTIVE
P28148,Megan Harrison,FL0836,MEL,PER,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28149,Linda Higgins,FL2450,LHR,CDG,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28150,Erica Brooks,FL0146,FRA,NRT,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28151,Ryan Curtis,FL2075,JFK,SFO,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28152,Allison Allen,FL0077,DXB,FRA,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28153,Brandon Rios,FL1601,JFK,LHR,CONNECTING,Business,C,False,NORMAL,ACTIVE
P28154,Joseph Taylor,FL0479,AMS,FRA,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28155,Valerie Hansen,FL2224,NRT,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P28156,Kristina Crawford,FL1765,SIN,SYD,DIRECT,Economy,M,False,HIGH,ACTIVE
P28157,Kevin Austin,FL1311,ORD,JFK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28158,Julie Hayes,FL1775,SIN,KUL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28159,Alexander Chandler,FL1804,DXB,NRT,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28160,Samantha Wilson,FL0112,ORD,JFK,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28161,Sarah Woods,FL2111,LHR,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28162,Brian Macdonald,FL2167,BOM,SIN,DIRECT,Economy,B,False,HIGH,ACTIVE
P28163,Sarah Hunt,FL2674,SYD,AKL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28164,John Olsen,FL2912,HKG,SYD,CONNECTING,Business,C,False,NORMAL,ACTIVE
P28165,Hannah Nash,FL0446,SIN,BKK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28166,Tamara Crawford,FL0267,DXB,NRT,DIRECT,Business,C,True,NORMAL,ACTIVE
P28167,Elizabeth Lindsey,FL2338,ICN,LAX,DIRECT,Economy,Y,False,HIGH,ACTIVE
P28168,George Dunn,FL0966,FRA,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P28169,Patrick Jenkins,FL1613,LHR,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28170,Joshua Blackwell,FL2408,DXB,JFK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28171,Joshua Mayo,FL1839,DXB,JFK,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28172,Jack Hudson,FL0554,ICN,LAX,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28173,Craig Stewart,FL1814,SIN,NRT,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28174,Jeremy Wilkinson,FL2033,SIN,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28175,Rebekah Carrillo,FL2916,LHR,FRA,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28176,Jonathan Anderson,FL0145,NRT,LAX,DIRECT,Business,C,False,NORMAL,ACTIVE
P28177,Kara Johnson,FL1006,CDG,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28178,Kevin Herman,FL2611,DOH,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28179,Timothy Smith,FL1746,SIN,KUL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28180,Joshua Richardson,FL2467,DEL,BOM,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28181,Philip Mathews,FL2100,DEL,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28182,Amanda Oneal,FL1076,DEL,BOM,DIRECT,Economy,B,False,HIGH,ACTIVE
P28183,Renee Brown,FL1744,SIN,CGK,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P28184,Carl Morgan,FL2164,SIN,CGK,DIRECT,Economy,M,False,HIGH,ACTIVE
P28185,Dawn Wade,FL2087,LAX,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28186,Sara Ward,FL2317,LHR,BOM,DIRECT,Business,C,False,NORMAL,ACTIVE
P28187,Aaron Diaz,FL1570,JFK,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28188,John Mcgee,FL2394,ORD,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28189,Joseph Nichols,FL2008,DOH,LHR,CONNECTING,Economy,B,False,HIGH,ACTIVE
P28190,Joseph Rush,FL0018,DXB,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28191,Richard Carrillo,FL0322,DOH,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28192,Misty Thompson,FL1080,DXB,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28193,Christopher Richards,FL0153,ORD,LAX,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28194,Matthew Henry,FL2673,SIN,MEL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28195,Shawn King,FL2720,LHR,FRA,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28196,Deanna Lopez,FL1013,DOH,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28197,Jeremy Campbell,FL2018,LHR,AMS,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28198,Edward Cook,FL0592,DXB,SIN,DIRECT,Economy,M,True,NORMAL,ACTIVE
P28199,Amanda Parker,FL0776,FRA,NRT,DIRECT,Business,J,False,HIGH,ACTIVE
P28200,David Escobar,FL1487,AMS,CDG,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28201,Teresa Roach,FL0440,ICN,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P28202,Jennifer Parker,FL2567,DXB,CDG,DIRECT,Economy,M,True,NORMAL,ACTIVE
P28203,Ronald Terry,FL2085,MEL,PER,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28204,Mr. Timothy Meyer,FL0196,ICN,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28205,Jeffrey Wiley,FL1167,AMS,CDG,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28206,Hannah Thompson DVM,FL1183,FRA,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P28207,Michelle Patterson,FL2322,ORD,LAX,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28208,Deanna Scott,FL0584,SIN,BKK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28209,Deanna Hawkins,FL2117,DXB,BOM,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28210,Jennifer Young,FL2864,ORD,JFK,DIRECT,Economy,B,False,HIGH,ACTIVE
P28211,Mr. Austin Todd,FL0336,DXB,FRA,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28212,David Savage,FL2772,DEL,BOM,CONNECTING,Business,C,False,NORMAL,ACTIVE
P28213,Chelsea Aguirre,FL0130,ICN,NRT,CONNECTING,Business,J,True,NORMAL,ACTIVE
P28214,Tracey Goodman,FL1003,AMS,FRA,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28215,Lisa Johnston,FL0129,DOH,DEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28216,Dan Christensen,FL1697,FRA,JFK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28217,Karen Johnson,FL2619,HKG,SYD,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28218,Jennifer Moore,FL0798,SIN,MEL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28219,Savannah Jimenez,FL0740,ORD,DFW,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28220,Charles Green,FL2924,DOH,DEL,DIRECT,Economy,B,True,NORMAL,ACTIVE
P28221,David Taylor,FL2607,DXB,NRT,DIRECT,Business,J,False,NORMAL,ACTIVE
P28222,Amber Bates MD,FL2674,SYD,AKL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28223,Jeffrey Gonzales,FL0370,DOH,JFK,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28224,Thomas Mcdonald,FL0874,DOH,LHR,DIRECT,Business,C,False,HIGH,ACTIVE
P28225,Alice Park,FL1037,LHR,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P28226,Antonio Anderson,FL0167,LHR,AMS,DIRECT,Economy,M,True,HIGH,ACTIVE
P28227,Rebecca Curtis,FL2699,SIN,MEL,CONNECTING,Economy,M,False,HIGH,ACTIVE
P28228,Joshua Wood,FL2906,DXB,DEL,CONNECTING,Business,C,False,NORMAL,ACTIVE
P28229,David Hawkins,FL1719,JFK,BOS,DIRECT,Economy,Y,True,NORMAL,ACTIVE
P28230,Michael Elliott,FL1515,SYD,AKL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28231,Juan Parker,FL1157,DOH,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28232,Alyssa Grant,FL0471,LHR,BOM,DIRECT,Economy,B,False,HIGH,ACTIVE
P28233,Mr. Brian Perez,FL1376,DXB,CDG,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P28234,Andrea Acevedo,FL0735,LHR,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P28235,Cynthia Price,FL1538,DEL,BOM,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28236,Kyle Rodgers,FL0211,DXB,DOH,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28237,Meghan King,FL2390,DXB,LHR,DIRECT,Economy,B,False,HIGH,ACTIVE
P28238,Lindsey Lee,FL2867,DOH,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28239,Bryan Pratt,FL1085,LHR,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28240,John Green,FL1276,ICN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28241,Julie Jones,FL0783,DOH,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28242,Debra Hardin,FL2343,NRT,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28243,Ricky Williams,FL1298,ICN,LAX,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28244,Brandy Bowen,FL2471,HKG,NRT,CONNECTING,Economy,M,False,HIGH,ACTIVE
P28245,Nicholas Duncan,FL2247,JFK,LHR,DIRECT,Business,J,False,NORMAL,ACTIVE
P28246,Ricardo Hunter,FL0515,SIN,SYD,DIRECT,Economy,Y,False,HIGH,ACTIVE
P28247,Ryan Brown,FL1452,DEL,DXB,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P28248,Emily Brown,FL0001,NRT,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28249,Debra Lee,FL1157,DOH,LHR,DIRECT,Business,C,False,HIGH,ACTIVE
P28250,Brenda Calderon,FL1282,NRT,LAX,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28251,Megan Morgan,FL1077,DOH,BOM,DIRECT,Economy,B,False,HIGH,ACTIVE
P28252,Lauren Lopez,FL0163,DXB,FRA,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28253,Christine Quinn,FL1122,DOH,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28254,Henry White,FL1734,DOH,DEL,DIRECT,Economy,M,False,HIGH,ACTIVE
P28255,Taylor Shields,FL1270,BOM,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28256,Hunter Small,FL2434,SYD,MEL,CONNECTING,Economy,B,False,HIGH,ACTIVE
P28257,Nicholas Mcfarland,FL1007,ORD,DFW,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28258,Charles Schneider,FL2044,DEL,DXB,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28259,Diana Ochoa,FL1606,HKG,SIN,DIRECT,Economy,B,True,NORMAL,ACTIVE
P28260,Henry Gomez,FL1692,SIN,KUL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28261,Kiara Perez,FL2233,NRT,LAX,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28262,Travis Steele,FL0330,NRT,ICN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28263,Brian Miranda,FL1282,NRT,LAX,DIRECT,First,F,False,NORMAL,ACTIVE
P28264,Brian Morales,FL2834,JFK,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28265,April Ingram,FL2666,SIN,MEL,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28266,Gary Gomez,FL1777,DXB,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28267,Anthony Burton,FL1605,SIN,CGK,DIRECT,Economy,M,False,HIGH,ACTIVE
P28268,Chad Caldwell,FL1470,JFK,SFO,DIRECT,Economy,B,False,HIGH,ACTIVE
P28269,Johnny Ball,FL0919,AMS,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28270,Shannon Cunningham,FL1549,DXB,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P28271,Andrew Charles,FL1246,LAX,ORD,DIRECT,Business,C,False,NORMAL,ACTIVE
P28272,Jesus Diaz,FL1202,DOH,DEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28273,Ryan Brown,FL2269,SIN,CGK,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28274,Jared Hill,FL0561,FRA,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P28275,Brittany Michael,FL1402,SIN,NRT,DIRECT,Business,C,False,HIGH,ACTIVE
P28276,Xavier Mccarty,FL2695,ICN,NRT,DIRECT,Business,J,False,NORMAL,ACTIVE
P28277,Terry Martin,FL2155,DOH,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28278,Scott Watson,FL2517,DXB,JFK,CONNECTING,Economy,M,False,HIGH,ACTIVE
P28279,Ryan Nichols,FL0845,DOH,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28280,Justin Dean,FL1271,LHR,FRA,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28281,Philip Rasmussen,FL2284,ICN,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28282,Rebecca Cook,FL1639,FRA,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28283,William Harvey,FL2705,LHR,JFK,CONNECTING,First,F,False,NORMAL,ACTIVE
P28284,Leah Copeland,FL1175,ICN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28285,Jonathan Jacobs,FL2526,DXB,FRA,DIRECT,Business,C,False,NORMAL,ACTIVE
P28286,Destiny Mills,FL1817,BOM,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28287,Jessica Ramirez,FL1594,DXB,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P28288,Erik Ingram,FL0818,LHR,BOM,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28289,Timothy Boyd,FL0434,ORD,DFW,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28290,Mr. Christopher Holland,FL2376,SIN,MEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28291,Mary Gilmore MD,FL2196,CDG,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28292,Charles Little,FL2890,CDG,NRT,DIRECT,Business,J,False,NORMAL,ACTIVE
P28293,Jill Washington,FL2941,JFK,SFO,CONNECTING,Economy,M,False,HIGH,ACTIVE
P28294,Rebekah Carlson,FL1737,ICN,NRT,DIRECT,Economy,Y,False,HIGH,ACTIVE
P28295,Jacqueline Becker,FL1924,FRA,SIN,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P28296,Ronald Thompson,FL2242,DEL,BOM,DIRECT,Business,J,False,NORMAL,ACTIVE
P28297,Travis Middleton,FL0269,ORD,LAX,DIRECT,Business,C,False,HIGH,ACTIVE
P28298,Paul Combs,FL1591,DEL,BOM,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28299,Tamara Walker,FL0611,DXB,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28300,Richard Griffith,FL2222,DOH,SIN,CONNECTING,Business,J,False,HIGH,ACTIVE
P28301,Joseph Faulkner,FL1976,BOM,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28302,Alicia Edwards,FL1330,SIN,CGK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28303,Danielle Lee,FL0293,SYD,AKL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28304,Michael Snyder,FL0648,CDG,DXB,DIRECT,Economy,Y,True,NORMAL,ACTIVE
P28305,Christopher Hill,FL2137,NRT,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28306,Kristopher Sanchez,FL2082,ICN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28307,Paul Thomas,FL0259,SIN,BKK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28308,David King,FL0023,HKG,SIN,DIRECT,Economy,B,False,HIGH,ACTIVE
P28309,George Smith,FL1166,DXB,ICN,DIRECT,Business,C,False,NORMAL,ACTIVE
P28310,David Berg,FL2147,HKG,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28311,Jonathan Swanson,FL0468,DXB,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28312,Gregory Ruiz,FL0448,DXB,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P28313,George Richardson,FL0647,DXB,DEL,DIRECT,Business,C,False,NORMAL,ACTIVE
P28314,Cheryl Mcconnell,FL0356,HKG,SYD,DIRECT,Business,J,False,HIGH,ACTIVE
P28315,Rebecca Peters,FL0250,LHR,AMS,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28316,Jennifer Powell,FL0518,BOM,SIN,DIRECT,Economy,M,False,HIGH,ACTIVE
P28317,Kristin Smith,FL2543,DOH,DEL,DIRECT,Economy,B,False,HIGH,ACTIVE
P28318,Darryl Smith,FL0491,NRT,ICN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28319,Dr. Vincent Davis,FL0625,FRA,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28320,Olivia Norris,FL1265,ICN,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28321,Ronald Castaneda,FL0646,DOH,DEL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28322,Christopher Lowery,FL2970,HKG,SYD,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28323,Joshua Lutz,FL1697,FRA,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28324,Ryan Zavala,FL0277,FRA,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P28325,Denise Shaffer,FL2164,SIN,CGK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28326,Roger Marshall,FL2417,DOH,JFK,DIRECT,Economy,M,False,HIGH,ACTIVE
P28327,Veronica Murphy,FL0656,SIN,MEL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28328,Audrey Carr,FL2493,DXB,NRT,DIRECT,First,F,False,NORMAL,ACTIVE
P28329,Kelli Harrison,FL2009,SIN,KUL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28330,Katherine Barron,FL1006,CDG,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28331,Jessica Garza,FL1354,NRT,SIN,CONNECTING,Economy,M,False,HIGH,ACTIVE
P28332,Laura Stokes DDS,FL0154,JFK,BOS,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P28333,Lisa Harvey,FL0951,DOH,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28334,Derrick Martin,FL0157,CDG,DXB,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28335,Stephanie Guzman,FL2451,NRT,ICN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28336,Thomas Schultz,FL1154,DEL,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28337,Jeremy Anderson,FL0605,ICN,SIN,DIRECT,Economy,B,False,HIGH,ACTIVE
P28338,Mary Barnett,FL2187,LHR,CDG,CONNECTING,Business,C,False,NORMAL,ACTIVE
P28339,Sarah Jordan,FL0280,HKG,SYD,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P28340,Ashley Yu,FL0266,DOH,DEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28341,Brian Wyatt,FL2064,LAX,SFO,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28342,Ryan Gonzalez,FL0093,NRT,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28343,Robert Johnson,FL2984,DOH,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28344,Ashley Smith,FL1339,DXB,DEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28345,Isaiah Johnson,FL1435,SIN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28346,Phillip Mckenzie,FL1340,JFK,SFO,DIRECT,Economy,B,True,NORMAL,ACTIVE
P28347,Jordan Morales,FL1625,AMS,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28348,Philip Smith,FL1511,CDG,DXB,DIRECT,First,F,False,NORMAL,ACTIVE
P28349,Paul Taylor,FL1408,ORD,DFW,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28350,Kimberly Sanchez,FL2988,ICN,LAX,DIRECT,Economy,Y,True,NORMAL,ACTIVE
P28351,Kristen Welch,FL2308,BOM,SIN,DIRECT,Business,C,False,HIGH,ACTIVE
P28352,Jared Bell,FL2469,LHR,JFK,DIRECT,Business,J,False,NORMAL,ACTIVE
P28353,Donald Hammond,FL1579,LAX,JFK,DIRECT,Business,J,False,HIGH,ACTIVE
P28354,Andrea Chavez,FL2638,DOH,DEL,DIRECT,Economy,M,False,HIGH,ACTIVE
P28355,Kristy Garcia,FL1197,SIN,MEL,DIRECT,Economy,Y,False,HIGH,ACTIVE
P28356,Christopher Waters,FL1214,DEL,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P28357,Carrie Garcia,FL2219,AMS,FRA,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28358,David Wang,FL1777,DXB,JFK,CONNECTING,Business,C,False,NORMAL,ACTIVE
P28359,Cory Saunders,FL1157,DOH,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28360,Dawn Martin,FL0795,ICN,SIN,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P28361,Lisa Smith,FL1813,AMS,LHR,CONNECTING,Economy,B,False,HIGH,ACTIVE
P28362,Eduardo Hampton,FL0085,NRT,HND,DIRECT,Business,J,False,HIGH,ACTIVE
P28363,Christopher Cole,FL1963,LHR,AMS,DIRECT,Business,C,False,NORMAL,ACTIVE
P28364,Jacob Farrell,FL2601,LHR,BOM,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28365,Crystal Horton,FL0665,BOM,DEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28366,Gabrielle Holden,FL1508,LHR,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28367,Beth Weber,FL1347,HKG,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28368,Melissa Arroyo,FL0512,ORD,DFW,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28369,Penny Stanton,FL2199,NRT,LAX,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P28370,Willie James,FL0954,DXB,ICN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P28371,Brandon Young,FL2062,FRA,JFK,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P28372,Gerald Santiago,FL0958,DXB,ICN,DIRECT,Business,J,False,NORMAL,ACTIVE
P28373,Samuel Sullivan,FL1763,LHR,FRA,DIRECT,Economy,B,False,NORMAL,ACTIVE
P28374,Adam Soto,FL1529,DOH,LHR,DIRECT,Economy,M,False,HIGH,ACTIVE
P28375,Laura Garcia,FL0498,ORD,LAX,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P28376,Sheri Taylor,FL1834,JFK,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P28377,George Hodges,FL1916,LHR,BOM,DIRECT,Business,J,False,NORMAL,ACTIVE
P28378,Amanda Williams,FL2940,DXB,DOH,CONNECTING,Business,C,False,NORMAL,ACTIVE
